"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Netherlands","2006","Not applicable","Not applicable","Percent","5.14168"
"Netherlands","2005","Not applicable","Not applicable","Percent","5.20605"
"Netherlands","2004","Not applicable","Not applicable","Percent","5.15019"
"Netherlands","2003","Not applicable","Not applicable","Percent","5.10994"
"Netherlands","2002","Not applicable","Not applicable","Percent","4.87973"
"Netherlands","2001","Not applicable","Not applicable","Percent","4.75615"
"Netherlands","2000","Not applicable","Not applicable","Percent","4.6189"
"Netherlands","1999","Not applicable","Not applicable","Percent","4.57832"
"Netherlands","1998","Not applicable","Not applicable","Percent","4.61254"
"Netherlands","1996","Not applicable","Not applicable","Percent","4.57432"
"Netherlands","1995","Not applicable","Not applicable","Percent","4.65629"
"Netherlands","1994","Not applicable","Not applicable","Percent","4.74209"
"Netherlands","1993","Not applicable","Not applicable","Percent","4.83703"
"Netherlands","1991","Not applicable","Not applicable","Percent","5.24892"
"Netherlands","1990","Not applicable","Not applicable","Percent","5.31719"
"Netherlands","1988","Not applicable","Not applicable","Percent","5.56396"
"Netherlands","1987","Not applicable","Not applicable","Percent","5.99764"
"Netherlands","1986","Not applicable","Not applicable","Percent","5.65557"
"Netherlands","1985","Not applicable","Not applicable","Percent","5.56541"
"Netherlands","1984","Not applicable","Not applicable","Percent","5.17616"
"Netherlands","1983","Not applicable","Not applicable","Percent","5.59379"
"Netherlands","1982","Not applicable","Not applicable","Percent","5.79129"
"Netherlands","1981","Not applicable","Not applicable","Percent","5.84657"
"Netherlands","1980","Not applicable","Not applicable","Percent","5.99243"
"Netherlands","1979","Not applicable","Not applicable","Percent","6.1933"
"Netherlands","1978","Not applicable","Not applicable","Percent","6.28898"
"Netherlands","1977","Not applicable","Not applicable","Percent","6.28704"
"Netherlands","1976","Not applicable","Not applicable","Percent","6.41901"
"Netherlands","1975","Not applicable","Not applicable","Percent","6.47939"
"New Zealand","2012","Not applicable","Not applicable","Percent","7.25271"
"New Zealand","2011","Not applicable","Not applicable","Percent","6.99861"
"New Zealand","2010","Not applicable","Not applicable","Percent","7.0531"
"New Zealand","2009","Not applicable","Not applicable","Percent","6.34519"
"New Zealand","2008","Not applicable","Not applicable","Percent","5.52808"
"New Zealand","2007","Not applicable","Not applicable","Percent","5.92504"
"New Zealand","2006","Not applicable","Not applicable","Percent","5.93511"
"New Zealand","2005","Not applicable","Not applicable","Percent","6.26888"
"New Zealand","2004","Not applicable","Not applicable","Percent","6.50391"
"New Zealand","2003","Not applicable","Not applicable","Percent","6.42942"
"New Zealand","2002","Not applicable","Not applicable","Percent","6.40697"
"New Zealand","2001","Not applicable","Not applicable","Percent","6.56051"
"New Zealand","1999","Not applicable","Not applicable","Percent","6.6362"
"New Zealand","1997","Not applicable","Not applicable","Percent","6.15723"
"New Zealand","1996","Not applicable","Not applicable","Percent","6.38369"
"New Zealand","1995","Not applicable","Not applicable","Percent","5.74216"
"New Zealand","1994","Not applicable","Not applicable","Percent","5.92607"
"New Zealand","1989","Not applicable","Not applicable","Percent","4.81824"
"New Zealand","1988","Not applicable","Not applicable","Percent","4.42588"
"New Zealand","1987","Not applicable","Not applicable","Percent","3.91739"
"New Zealand","1986","Not applicable","Not applicable","Percent","3.4303"
"New Zealand","1985","Not applicable","Not applicable","Percent","3.54628"
"New Zealand","1984","Not applicable","Not applicable","Percent","4.04571"
"New Zealand","1982","Not applicable","Not applicable","Percent","4.5327"
"New Zealand","1981","Not applicable","Not applicable","Percent","4.44059"
"New Zealand","1980","Not applicable","Not applicable","Percent","4.23261"
"New Zealand","1979","Not applicable","Not applicable","Percent","4.46774"
"New Zealand","1978","Not applicable","Not applicable","Percent","4.53242"
"New Zealand","1977","Not applicable","Not applicable","Percent","4.45264"
"New Zealand","1976","Not applicable","Not applicable","Percent","5.45479"
"New Zealand","1975","Not applicable","Not applicable","Percent","5.16732"
"Nicaragua","2010","Not applicable","Not applicable","Percent","4.49311"
"Nicaragua","2003","Not applicable","Not applicable","Percent","2.42201"
"Nicaragua","2002","Not applicable","Not applicable","Percent","2.39101"
"Nicaragua","2000","Not applicable","Not applicable","Percent","3.0016"
"Nicaragua","1999","Not applicable","Not applicable","Percent","2.92365"
"Nicaragua","1998","Not applicable","Not applicable","Percent","2.22585"
"Nicaragua","1992","Not applicable","Not applicable","Percent","2.98497"
"Nicaragua","1987","Not applicable","Not applicable","Percent","5.35175"
"Nicaragua","1984","Not applicable","Not applicable","Percent","5.9789"
"Nicaragua","1982","Not applicable","Not applicable","Percent","3.79268"
"Nicaragua","1980","Not applicable","Not applicable","Percent","3.26241"
"Nicaragua","1979","Not applicable","Not applicable","Percent","2.82278"
"Niger","2014","Not applicable","Not applicable","Percent","6.77798"
"Niger","2013","Not applicable","Not applicable","Percent","4.90878"
"Niger","2012","Not applicable","Not applicable","Percent","4.32767"
"Niger","2011","Not applicable","Not applicable","Percent","4.20718"
"Niger","2010","Not applicable","Not applicable","Percent","3.73339"
"Niger","2009","Not applicable","Not applicable","Percent","4.52603"
"Niger","2008","Not applicable","Not applicable","Percent","3.66293"
"Niger","2007","Not applicable","Not applicable","Percent","4.02097"
"Niger","2006","Not applicable","Not applicable","Percent","3.33406"
"Niger","2003","Not applicable","Not applicable","Percent","2.40162"
"Niger","2002","Not applicable","Not applicable","Percent","3.06366"
"Niger","2001","Not applicable","Not applicable","Percent","2.86725"
"Niger","2000","Not applicable","Not applicable","Percent","3.18947"
"Niger","1999","Not applicable","Not applicable","Percent","3.22863"
"Niger","1996","Not applicable","Not applicable","Percent","2.59498"
"Niger","1995","Not applicable","Not applicable","Percent","2.85215"
"Niger","1994","Not applicable","Not applicable","Percent","2.80862"
"Niger","1993","Not applicable","Not applicable","Percent","2.8389"
"Niger","1992","Not applicable","Not applicable","Percent","3.23893"
"Niger","1991","Not applicable","Not applicable","Percent","3.25806"
"Niger","1990","Not applicable","Not applicable","Percent","2.93707"
"Nigeria","1975","Not applicable","Not applicable","Percent","3.06369"
"Norway","2012","Not applicable","Not applicable","Percent","7.37183"
"Norway","2011","Not applicable","Not applicable","Percent","6.45616"
"Norway","2010","Not applicable","Not applicable","Percent","6.74996"
"Norway","2009","Not applicable","Not applicable","Percent","7.09982"
"Norway","2008","Not applicable","Not applicable","Percent","6.28934"
"Norway","2007","Not applicable","Not applicable","Percent","6.53527"
"Norway","2006","Not applicable","Not applicable","Percent","6.38566"
"Norway","2005","Not applicable","Not applicable","Percent","6.86868"
"Norway","2004","Not applicable","Not applicable","Percent","7.30252"
"Norway","2003","Not applicable","Not applicable","Percent","7.4198"
"Norway","2002","Not applicable","Not applicable","Percent","7.44132"
"Norway","2001","Not applicable","Not applicable","Percent","6.82941"
"Norway","2000","Not applicable","Not applicable","Percent","6.46468"
"Norway","1999","Not applicable","Not applicable","Percent","6.96642"
"Norway","1998","Not applicable","Not applicable","Percent","7.36069"
"Norway","1997","Not applicable","Not applicable","Percent","7.30354"
"Norway","1996","Not applicable","Not applicable","Percent","7.13815"
"Norway","1995","Not applicable","Not applicable","Percent","7.69579"
"Norway","1994","Not applicable","Not applicable","Percent","7.83043"
"Norway","1993","Not applicable","Not applicable","Percent","7.67664"
"Norway","1992","Not applicable","Not applicable","Percent","6.63614"
"Norway","1991","Not applicable","Not applicable","Percent","6.37322"
"Norway","1990","Not applicable","Not applicable","Percent","6.31038"
"Norway","1989","Not applicable","Not applicable","Percent","6.29986"
"Norway","1988","Not applicable","Not applicable","Percent","5.86597"
"Norway","1987","Not applicable","Not applicable","Percent","5.78807"
"Norway","1986","Not applicable","Not applicable","Percent","5.53983"
"Norway","1985","Not applicable","Not applicable","Percent","5.25567"
"Norway","1984","Not applicable","Not applicable","Percent","5.42937"
"Norway","1983","Not applicable","Not applicable","Percent","5.6463"
"Norway","1982","Not applicable","Not applicable","Percent","5.67885"
"Norway","1981","Not applicable","Not applicable","Percent","5.54364"
"Norway","1980","Not applicable","Not applicable","Percent","5.78015"
"Norway","1978","Not applicable","Not applicable","Percent","6.44435"
"Norway","1977","Not applicable","Not applicable","Percent","5.97281"
"Norway","1976","Not applicable","Not applicable","Percent","6.1636"
"Norway","1975","Not applicable","Not applicable","Percent","5.55022"
"Oman","2009","Not applicable","Not applicable","Percent","4.18775"
"Oman","2006","Not applicable","Not applicable","Percent","3.85934"
"Oman","2005","Not applicable","Not applicable","Percent","3.51722"
"Oman","2004","Not applicable","Not applicable","Percent","4.02838"
"Oman","2003","Not applicable","Not applicable","Percent","3.89697"
"Oman","2002","Not applicable","Not applicable","Percent","4.32507"
"Oman","2001","Not applicable","Not applicable","Percent","4.02031"
"Oman","2000","Not applicable","Not applicable","Percent","3.20024"
"Oman","1999","Not applicable","Not applicable","Percent","4.00595"
"Oman","1998","Not applicable","Not applicable","Percent","4.11234"
"Oman","1997","Not applicable","Not applicable","Percent","3.3568"
"Oman","1996","Not applicable","Not applicable","Percent","3.18452"
"Oman","1995","Not applicable","Not applicable","Percent","3.41326"
"Oman","1994","Not applicable","Not applicable","Percent","3.44449"
"Oman","1993","Not applicable","Not applicable","Percent","3.50822"
"Oman","1992","Not applicable","Not applicable","Percent","3.12258"
"Oman","1991","Not applicable","Not applicable","Percent","2.98794"
"Oman","1990","Not applicable","Not applicable","Percent","2.83892"
"Oman","1989","Not applicable","Not applicable","Percent","2.97824"
"Oman","1988","Not applicable","Not applicable","Percent","3.38989"
"Oman","1987","Not applicable","Not applicable","Percent","3.65626"
"Oman","1986","Not applicable","Not applicable","Percent","3.79283"
"Pakistan","2014","Not applicable","Not applicable","Percent","2.45459"
"Pakistan","2013","Not applicable","Not applicable","Percent","2.49344"
"Pakistan","2012","Not applicable","Not applicable","Percent","2.13628"
"Pakistan","2011","Not applicable","Not applicable","Percent","2.22175"
"Pakistan","2010","Not applicable","Not applicable","Percent","2.28687"
"Pakistan","2009","Not applicable","Not applicable","Percent","2.59078"
"Pakistan","2008","Not applicable","Not applicable","Percent","2.74623"
"Pakistan","2007","Not applicable","Not applicable","Percent","2.63527"
"Pakistan","2006","Not applicable","Not applicable","Percent","2.62638"
"Pakistan","2005","Not applicable","Not applicable","Percent","2.25436"
"Pakistan","2004","Not applicable","Not applicable","Percent","1.94841"
"Pakistan","2000","Not applicable","Not applicable","Percent","1.83782"
"Pakistan","1999","Not applicable","Not applicable","Percent","2.61149"
"Pakistan","1997","Not applicable","Not applicable","Percent","3.0223"
"Pakistan","1996","Not applicable","Not applicable","Percent","2.81057"
"Pakistan","1995","Not applicable","Not applicable","Percent","2.81679"
"Pakistan","1994","Not applicable","Not applicable","Percent","2.606"
"Pakistan","1993","Not applicable","Not applicable","Percent","2.39868"
"Pakistan","1992","Not applicable","Not applicable","Percent","2.5594"
"Pakistan","1991","Not applicable","Not applicable","Percent","2.56676"
"Pakistan","1990","Not applicable","Not applicable","Percent","2.51681"
